기준년월,시도코드,시도명,시군구코드,시군구명,성별,연령대,업종,직종,신규구인인원수,신규구직건수,취업건수
202601,11,서울특별시,11110,,,,,,0,10,0
202601,11,서울특별시,11110,,,,,,0,2,0
202601,11,서울특별시,11110,,,,,,0,0,1
202601,11,서울특별시,11110,,,,,,0,0,2
202601,11,서울특별시,11110,,,,,,0,0,0
202601,11,서울특별시,11110,,,,,,0,3,0
202601,11,서울특별시,11110,,,,,,0,8,0
202601,11,서울특별시,11110,,,,,,0,3,0
202601,11,서울특별시,11110,,,,,,0,16,0
202601,11,서울특별시,11110,,,,,,0,0,1
