기준년월,시도명,시군구명,성별,연령대,업종명,직종명,신규구인인원수,신규구직건수,취업건수
202601,서울특별시,,,,,,0,15,0
202601,서울특별시,,,,,,0,1,0
202601,서울특별시,,,,,,0,0,1
202601,서울특별시,,,,,,0,15,0
202601,서울특별시,,,,,,0,0,1
202601,서울특별시,,,,,,0,3,0
202601,서울특별시,,,,,,0,0,0
202601,서울특별시,,,,,,0,0,7
202601,서울특별시,,,,,,0,1,0
202601,서울특별시,,,,,,0,0,0
